prediction,valeur_reelle,erreur,erreur_pourcentage
396257.01,398767.0,2509.9899999999907,0.629437741839217
410623.98,397555.0,-13068.979999999981,-3.287338858774253
377462.17,430211.0,52748.830000000016,12.261153248057353
453864.53,455092.0,1227.469999999972,0.26971908976645864
494822.21,593663.0,98840.78999999998,16.64930945671197
344147.34,308035.0,-36112.340000000026,-11.723453503660307
450468.65,447829.0,-2639.6500000000233,-0.589432573593944
458457.69,425110.0,-33347.69,-7.844484956834702
389570.67,375833.0,-13737.669999999984,-3.6552591177464415
458363.81,403299.0,-55064.81,-13.653594479530076
391886.87,389183.0,-2703.8699999999953,-0.6947554235411092
393809.07,339132.0,-54677.07000000001,-16.12265135699374
443217.99,443925.0,707.0100000000093,0.15926338908599635
540954.55,499508.0,-41446.55000000005,-8.297474715119687
566510.25,590779.0,24268.75,4.107923605950787
442348.96,448929.0,6580.039999999979,1.4657195235772202
536810.91,601958.0,65147.08999999997,10.822530807797216
427185.04,416086.0,-11099.039999999979,-2.667487009896987
419896.17,415056.0,-4840.169999999984,-1.166148664276624
484395.26,535326.0,50930.73999999999,9.51396719008604
383578.19,370782.0,-12796.190000000002,-3.4511357077743803
395740.18,386246.0,-9494.179999999993,-2.4580655851452167
434038.64,410937.0,-23101.640000000014,-5.621698703207551
398002.45,425567.0,27564.54999999999,6.477135210201916
397982.17,394931.0,-3051.1699999999837,-0.7725830588128011
495635.99,484244.0,-11391.98999999999,-2.352530955468729
413190.58,393754.0,-19436.580000000016,-4.936224139945249
466692.94,471067.0,4374.059999999998,0.928543073490607
354521.7,476111.0,121589.29999999999,25.538015294752693
494682.74,389011.0,-105671.73999999999,-27.1642035829321
390083.96,380882.0,-9201.960000000021,-2.415960848766815
455486.16,441659.0,-13827.159999999974,-3.1307320806323378
449697.87,462239.0,12541.130000000005,2.7131267591008124
453582.75,453577.0,-5.75,-0.001267700963673202
431601.22,434500.0,2898.780000000028,0.6671530494821698
414250.01,447803.0,33552.98999999999,7.492801522097885
456433.27,457457.0,1023.7299999999814,0.22378715376526787
446422.81,393620.0,-52802.81,-13.414666429551344
412016.17,366491.0,-45525.169999999984,-12.421906677108028
395810.31,427203.0,31392.690000000002,7.3484245194907345
391096.14,339856.0,-51240.140000000014,-15.077014971046566
403654.68,401411.0,-2243.679999999993,-0.558948309837048
531305.26,513685.0,-17620.26000000001,-3.430168293798731
412193.65,375553.0,-36640.65000000002,-9.75645248473585
410705.99,408448.0,-2257.9899999999907,-0.5528219014415521
430788.9,440052.0,9263.099999999977,2.1050012271276977
405066.06,389570.0,-15496.059999999998,-3.977734425135405
492474.31,412335.0,-80139.31,-19.435485709435287
442562.15,420663.0,-21899.150000000023,-5.205865502789649
380079.91,357667.0,-22412.909999999974,-6.26641820464286
537343.72,509406.0,-27937.719999999972,-5.484371994047963
415305.56,398914.0,-16391.559999999998,-4.109046060053044
400334.66,389504.0,-10830.659999999974,-2.7806286970095235
462458.59,431703.0,-30755.590000000026,-7.124247457163843
403601.38,406427.0,2825.6199999999953,0.6952343225228628
495388.36,519749.0,24360.640000000014,4.687000840790461
390064.96,390027.0,-37.960000000020955,-0.009732659533832518
422432.47,398628.0,-23804.469999999972,-5.971600088302872
483382.49,491397.0,8014.510000000009,1.6309643730018721
423608.11,437196.0,13587.890000000014,3.1079630188748326
454091.94,450427.0,-3664.9400000000023,-0.8136590390895756
409170.03,423235.0,14064.969999999972,3.3232057840206912
390540.66,385982.0,-4558.659999999974,-1.1810550751071227
376069.18,383193.0,7123.820000000007,1.8590684067819627
398551.4,471465.0,72913.59999999998,15.465326164190337
558723.86,505613.0,-53110.859999999986,-10.504251275184773
453837.78,457443.0,3605.219999999972,0.7881244220591357
576268.59,601925.0,25656.410000000033,4.262393155293439
451199.17,520277.0,69077.83000000002,13.277125454325295
499013.06,557470.0,58456.94,10.486114050980323
510666.47,568623.0,57956.53000000003,10.192435058026149
493533.2,513981.0,20447.79999999999,3.978318264682933
353502.88,361581.0,8078.119999999995,2.2341107525008215
403625.21,432453.0,28827.78999999998,6.6661093806725775
542426.34,484813.0,-57613.33999999997,-11.883621107519799
432013.48,430079.0,-1934.4799999999814,-0.44979643274839765
413711.18,413441.0,-270.179999999993,-0.06534910664399347
417314.39,421235.0,3920.609999999986,0.9307417474806191
414379.16,487567.0,73187.84000000003,15.010827229898666
448061.73,378102.0,-69959.72999999998,-18.5028722408239
413261.77,440043.0,26781.22999999998,6.086048408905489
367123.35,375585.0,8461.650000000023,2.252925436319348
551199.37,500866.0,-50333.369999999995,-10.049268666669327
407919.56,411659.0,3739.4400000000023,0.9083829091553938
505012.5,512879.0,7866.5,1.5337925709572824
492160.52,547318.0,55157.47999999998,10.07777562587015
360384.45,343162.0,-17222.45000000001,-5.018752076278846
521285.02,517810.0,-3475.0200000000186,-0.6710994380178094
440471.79,395074.0,-45397.78999999998,-11.490958655846747
497146.15,450346.0,-46800.15000000002,-10.392043006932452
387282.89,378269.0,-9013.890000000014,-2.382931194467433
506046.62,466881.0,-39165.619999999995,-8.38878001032383
538310.8,472230.0,-66080.80000000005,-13.993350697753224
410267.25,410231.0,-36.25,-0.008836484809777905
484954.87,567133.0,82178.13,14.490098442517013
